RecipeID,Recipe Name,Ingredients,Directions,Rate
14647,Oven Barbecued Beef Brisket I Recipe ,"brisket,salt,black pepper,garlic,barbecue sauce,water","Preheat oven to 325 degrees F (160 degrees).**Sprinkle both sides of brisket with salt, pepper and garlic powder. Place in a large covered roasting pan.**Cook covered with no water at 325 degrees F (160 degrees C) allowing 1 hour per pound.**Before last hour of cooking, remove brisket and slice.  Return slices to pan and add barbecue sauce mixed with water. Cover meat with sauce, cover, and cook 1 hour longer.**",5
14651,Taco Bake I Recipe ,"ground beef,taco,bean,salsa,monterey jack","Preheat oven to 325 degrees F (160 degrees C).**In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning.**Spoon browned meat into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese.**Bake about 20 to 25 minutes in the preheated oven.**",5
14652,Best Ever Meatloaf I Recipe ,"ground beef,tomato,oat,egg,onion,salt,black pepper","Preheat oven to 350 degrees F (175 degrees C).**In a large bowl, combine meat, tomato juice, oats, egg, chopped onion, salt and pepper. Mix lightly but thoroughly.  Press into 8x4 inch loaf pan.**Bake for 1 hour, or until meat is no longer pink and juices run clear.  Drain.  Let stand 5 minutes before serving.**",4
14655,Cola Pot Roast I Recipe ,"tomato,cola,spaghetti,onion,celery,salt,garlic,roast,vegetable oil","In a large bowl, break up tomatoes in their juice.  Stir in cola, spaghetti sauce mix, onion, celery, salt, and garlic salt. Stir until spaghetti sauce mix is dissolved.**In a Dutch oven, over medium high heat, brown meat in oil about 10 minutes on each side. Drain off all fat. Pour tomato mixture over meat. Cover, and reduce heat to low. Simmer slowly for about 2 1/2 hours, or until meat is tender.**",5
14656,Meatloaf with Fried Onions and Ranch Seasoning Recipe ,"ground beef,egg,ketchup,bread,1/2 (1 ounce) package dry Ranch-style dressing mix,onion","Preheat oven to 350 degrees F (175 degrees C).**In a large bowl, combine meat, eggs, ketchup, stuffing mix, ranch dressing mix and fried onions.**Shape into loaf and fit into 9 x 5 inch loaf pan.**Bake, covered loosely with foil, at 350 degrees F (175 degrees C) for 50 to 60 minutes, or until meat is thoroughly cooked.**",5
14658,Sweet and Sour Meatballs I Recipe ,"ground beef,egg,onion,salt,chili,lemon juice,grape","In a large bowl, combine beef, egg, onion and salt. Mix together, then shape into little balls.**In a slow cooker combine chili sauce, lemon juice and grape jelly. Stir in meatballs and cook on high for  4 to 5 hours.**",4
14659,Roasted Vegetable and Beef Stew Recipe ,"roast,olive,onion,mushroom,carrot,potato,celery,garlic,flour,bay leaf,beef,red wine,tomato,pepper","Preheat oven to 450 degrees F (230 degrees C). Place beef cubes in a metal roasting pan and stir in 2 tablespoons olive oil. Put in the oven, on the middle rung and cook for 30 minutes, turning occasionally, until brown and tender.**Meanwhile, put onions, mushrooms, carrots, potatoes, celery, and garlic in a roasting pan. Stir in 2 tablespoons olive oil. Place in oven underneath beef. Bake for 35 to 40 minutes, stirring occasionally, until tender. Remove both beef and vegetable mixture from oven.**Remove beef from roasting pan and set aside. Place roasting pan, on medium high heat. Add wine and bring to a boil, scraping up the bits of drippings, stirring. When the bottom of the pan is clear of all browned pieces, remove from heat.**Put beef and wine mixture in a Dutch oven and stir in beef broth and add bay leaf and tomato paste. Bring to a boil. Reduce heat and simmer, covered, for 40 minutes.**Add 2 tablespoons flour to cooked vegetables and toss until all vegetables are coated. Add vegetables to beef stew. Simmer, covered, for 20 minutes, or until vegetables are heated through and tender. Serve hot.**",5
14666,Teri Tips Recipe ,"soy sauce,white sugar,sesame oil,2 pounds filet mignon, cubed,white wine,green onion","Combine soy sauce, sugar, and sesame oil in a shallow dish to make the marinade.  Add meat, and refrigerate for  4 hours.**Place a large skillet over medium high heat, and cook meat until done.**Pour the marinade into a medium saucepan, and place over medium high heat.  Bring to a boil, and cook for 5 minutes.  Add cooked meat, green onions, and wine to the boiling marinade.  Transfer the entire contents of the saucepan to a large bowl, and serve hot.**",5
14667,Barbecued Shredded Beef Recipe ,"roast,onion,beer,worcestershire sauce,tea,garlic,black pepper,salt,barbecue sauce,water","Preheat oven to 275 degrees (135 degrees C).**Place roast in a large roasting pan and scatter chopped onions over.**In a large bowl, combine Worcestershire sauce, liquid smoke, garlic powder, salt and pepper. Pour in beer, stir and add to roasting pan. Add water to the top of beef.**Cover and cook in oven at 275 degrees F (135 degrees C) for 4 to 5 hours.**When meat is cooked, shred meat with 2 forks, add barbecue sauce and mix well.**",5
14668,Steak Fajitas Recipe ,"steak,lime juice,black pepper,cilantro,vegetable oil,onion,bell pepper,lemon,pepper,tortillas","Combine the lime juice, ground pepper and cilantro in a shallow dish. Place steak strips into the marinade and refrigerate for two to four hours.**Heat 1 tablespoon vegetable oil in a large skillet over medium-high heat. Add steak strips, and fry until cooked to your liking. Remove meat and set aside.**Add remaining oil and onions to the skillet. Cook over medium low heat, until translucent, stir in green peppers and steak. Squeeze the juice of 1 lemon over the top and stir. When the green bell peppers are just tender remove the pan from the heat. Season with salt and pepper to taste. Serve the steak fajitas with tortillas and lemon wedges on the side.**",4
14670,Easiest Pot Roast Ever Recipe ,"roast,potato,carrot,onion,celery,beef,water","Cut up potatoes, onions, and celery in to fairly large chunks and place in a slow cooker. Put roast on top of vegetables. Place 3 bouillon cubes randomly on top of roast and pour in water.**Cover, and cook on low for 6 to 8 hours or High for 4 to 5 hours.**",4
14673,Liver and Onions Recipe ,"butter,onion,white sugar,1 pound calves'' livers,flour,butter,pepper","In a medium skillet, melt butter over medium heat. Stir in onion and saute until softened. Stir in sugar and continue to cook until onion caramelizes.**Rinse liver and remove thin outer membrane. Slice liver into 1/4 to 1/2 inch thick slices.**Heat remaining butter in a medium skillet over medium heat**Dredge liver slices in flour and brown in melted butter for about 1 to 1 1/2 minutes per side. Remove from heat and season to taste with salt and pepper. Serve liver smothered with caramelized onions.**",5
14676,Zesty Porcupine Meatballs Recipe ,"egg,tomato,rice,onion,parsley,onion,black pepper,ground beef,worcestershire sauce","Lightly beat egg with a fork, then add a heaping tablespoon of the soup and mix lightly. Mix in rice, onion, parsley, onion salt and pepper. Stir in the ground beef and mix well with hands. From mixture into 1 1/2 inch round meatballs.**Coat a large skillet over medium heat with cooking spray. Cook meatballs and brown on all sides.**Combine remaining soup with Worcestershire (you can increase or decrease Worcestershire to your liking), stir until smooth, then spoon over meatballs. Cover with lid and simmer for 20 to 30 minutes, stirring every few minutes.**",4
14677,Deli Style Brisket Recipe ,"brisket,garlic,ketchup,onion,flour,water","Place brisket fat side up into slow cooker, sprinkle garlic powder on top and rub ketchup generously into brisket. Add onion slices all around and on top of meat, add enough water to coat the bottom of the cooker.**Cook on Low, all day, for the most tender brisket you will ever eat.**For gravy, remove brisket from the slow cooker, and increase temperature to High. Mix flour with 1/4 cup water, add to pot, and bring to a boil, stirring constantly.**",4
14679,Sesame Beef Recipe ,"steak,soy sauce,white sugar,vegetable oil,garlic,green onion,sesame","Mix soy sauce, sugar, oil, garlic, and onions in a large bowl. Set aside.**Cut steak into strips and add to bowl. Cover and refrigerate overnight, or at least 30 minutes.**Cook in wok or frying pan until brown, about 5 minutes. Add sesame seeds and cook for additional 2 minutes.**",5
14681,Vietnamese Beef Pho Recipe ,"beef,onion,ginger,lemon,cinnamon,black pepper,ice,bean,basil,mint,cilantro,pepper,lime,noodle,sauce,hot pepper,sauce","In a large soup pot, combine broth, onion, ginger, lemon grass, cinnamon, and peppercorns.  Bring to a boil, reduce heat, and cover.  Simmer for 1 hour.**Arrange bean sprouts, mint, basil, and cilantro on a platter with chilies and lime.**Soak the noodles in hot water to cover for 15 minutes or until soft. Drain. Place equal portions of noodles into 6 large soup bowls, and place raw beef on top.  Ladle hot broth over noodles and beef.  Pass platter with garnishes and sauces.**",4
14687,Army SOS Creamed Ground Beef Recipe ,"ground beef,flour,beef,salt,black pepper,milk,worcestershire sauce","Brown beef in a large skillet over medium high heat. Stir in flour, bouillon, salt and pepper. Saute all together for about 5 minutes or until flour is absorbed. Gradually stir in milk and Worcestershire sauce. Bring all to a simmer, stirring constantly. Cook until thickened, about 5 to 10 minutes. Serve hot!**",4
14689,French Dip Sandwiches Recipe ,"roast,soy sauce,beef,bay leaf,black pepper,rosemary,thyme,garlic,bread","Remove and discard all visible fat from the roast. Place trimmed roast in a slow cooker.**In a medium bowl, combine soy sauce, bouillon, bay leaf, peppercorns, rosemary, thyme, and garlic powder. Pour mixture over roast, and add enough water to almost cover roast.  Cover, and cook on Low heat for 10 to 12 hours, or until meat is very tender.**Remove meat from broth, reserving broth. Shred meat with a fork, and distribute on bread for sandwiches. Used reserved broth for dipping.**",5
14690,Cabbage Roll Casserole Recipe ,"ground beef,onion,tomato sauce,cabbage,rice,salt,beef","Preheat oven to 350 degrees F (175 degrees C).**In a large skillet, brown beef in oil over medium high heat until redness is gone. Drain off fat.**In a large mixing bowl combine the onion, tomato sauce, cabbage, rice and salt. Add meat and mix all together. Pour mixture into a 9x13 inch baking dish. Pour broth over meat mixture and bake in the preheated oven, covered, for 1 hour. Stir, replace cover and bake for another 30 minutes.**",4
14692,Caramel Apple Pork Chops Recipe ,"pork chop,vegetable oil,brown sugar,pepper,cinnamon,nutmeg,butter,apple,pecan","Preheat oven to 175 degrees F (80 degrees C). Place a medium dish in the oven to warm.**Heat a large skillet over medium-high heat. Brush chops lightly with oil and place in hot pan. Cook for 5 to 6 minutes, turning occasionally, or until done. Transfer to the warm dish, and keep warm in the preheated oven.**In a small bowl, combine brown sugar, salt and pepper, cinnamon and nutmeg. Add butter to skillet, and stir in brown sugar mixture and apples. Cover and cook until apples are just tender. Remove apples with a slotted spoon and arrange on top of chops. Keep warm in the preheated oven.**Continue cooking sauce uncovered in skillet, until thickened slightly. Spoon sauce over apples and chops. Sprinkle with pecans.**",5
14693,Awesome Honey Pecan Pork Chops Recipe ,"pork,flour,pepper,butter,honey,pecan","In a shallow dish, mix together flour, salt and pepper. Dredge pork cutlets in the flour mixture.**In a large skillet, melt butter over medium-high heat.  Add chops, and brown both sides. Transfer to a warm plate.**Mix honey and pecans into the pan drippings. Heat through, stirring constantly.  Pour sauce over cutlets.**",4
14697,Garlic Ginger Chops Recipe ,"pork chop,soy sauce,ginger,garlic,black pepper,bread,sesame","Place  pork chops, soy sauce, ginger, garlic, and black pepper into a large, resealable, plastic bag.  Shake the bag gently to combine everything, and refrigerate for at least 2 hours.  These are excellent  done in the morning, and left to sit all day.**Heat oven to 350 degrees F (175 degrees C).**In a shallow dish, combine bread crumbs and sesame seeds.   Remove chops from marinade, making sure there are no ginger slices clinging to the meat, and lay them in the crumb mixture to coat.  If you like, place pieces of garlic from the marinade on the chops.  Place chops on a rack or baking sheet.**Bake for approximately 45 minutes, or until done**",4
14698,Cantonese Dinner Recipe ,"steak,vegetable oil,onion,mushroom,tomato sauce,brown sugar,vinegar,salt,worcestershire sauce","In a large heavy skillet, heat oil over medium-high heat. Brown pork in oil. Drain off excess fat.**Place pork, onion, mushrooms, tomato sauce, brown sugar, vinegar, salt and Worcestershire sauce in a slow cooker. Cook on High for 4 hours, or on Low for 6 to 8 hours.**",4
14700,Pork Chops and Sauerkraut Recipe ,"vegetable oil,pork chop,garlic,onion,sauerkraut,caraway,apple juice,pepper","Heat oil in a large skillet over medium heat. Brown chops on all sides and remove from pan.**Add the garlic, onion, sauerkraut, caraway seed, apple juice, and salt and pepper to taste to the hot skillet. Saute for 3 to 4 minutes. Lay browned pork chops on top of sauerkraut mixture, cover, reduce heat to low and cook for 20 minutes, stirring occasionally.**",5
14702,'Angela''s Alfredo Ham Recipe ',"pasta,ham,pea,mushroom,pasta","To Cook Tortellini: Add pasta to a large pot of boiling salted water. Let cook for 8 to 10 minutes or until al dente. Drain and set aside.**Heat a skillet to medium heat. Add the ham, peas and mushrooms and toss together until heated through. Add sauce and reserved tortellini and stir all together. Let all simmer for 3 to 5 minutes and serve.**",4
14703,Asparagus Medallions Recipe ,"pork,asparagus","In a large skillet saute pork until browned on both sides. Add soup, coating the meat well. Cover skillet and reduce heat. Let simmer over very low heat for 30 minutes.**",4
14704,Best Egg Rolls Recipe ,"pork,ginger,garlic,peanut oil,flour,water,cabbage,carrot,egg,sesame","Season pork with ginger and garlic powder and mix thoroughly. Heat mixture in a medium skillet, stirring, until pork is cooked through and no longer pink. Set aside.**In another large skillet heat oil to about 375 degrees F (190 degrees C) or medium high heat. While oil is heating, combine flour and water in a bowl until they form a paste. In a separate bowl combine the cabbage, carrots and reserved pork mixture. Mix all together.**Lay out one egg roll skin with a corner pointed toward you. Place  about a 1/4 to 1/3 cup of the cabbage, carrot and pork mixture on  egg roll paper and fold corner up over the mixture. Fold left and right corners toward the center and continue to roll. Brush a bit of the flour paste on the final corner to help seal the egg roll.**Place egg rolls into heated oil and fry, turning occasionally, until golden brown. Remove from oil and drain on paper towels or rack. Put on serving plate and top with sesame seeds if desired.**",4
14705,Mushion Pork Recipe ,"pork chop,mushroom,onion,water","Preheat oven to 350 degrees F (175 degrees C).**Place pork chops in a 9x13 inch baking dish. In a medium bowl combine the soup, onion and water. Mix well and pour mixture over pork chops. Cover dish with aluminum foil and bake in the preheated oven for 45 minutes. Remove cover and bake for another 15 minutes.**",4
14708,Pork Roast with Thyme Recipe ,"roast,garlic,salt,black pepper,bay leaf,vinegar,thyme","Preheat oven to 325 degrees F (165 degrees C).**With a small knife, pierce top of roast. Force garlic slices into the cuts. Sprinkle the roast with salt and pepper. Place bay leaves in the bottom of the roasting pan, and set roast on top of bay leaves, fat side up. Mix vinegar and thyme in a small bowl, and pour over the top of the roast.**Bake in the preheated oven 3 hours, or until an internal temperature of 145 degrees F (63 degrees C) is reached. Using a baster or spoon, baste the drippings over the roast frequently while it is cooking. Let the roast rest for 10 minutes when done before slicing.**",4
14710,Bohemian Pork Roast Recipe ,"roast,marjoram,pepper,caraway","Preheat oven to 325 degrees F (165 degrees C).**Heat a roasting pan over medium high heat until hot. Rub the roast with the marjoram, salt and pepper. Brown all sides of the roast in the hot roasting pan. Sprinkle caraway seeds over all and pour in enough water to come halfway up the sides of the roast.**Cover and place roast in the preheated oven. Bake for 1 1/2  hours, or until an internal temperature of 145 degrees F (63 degrees C) is reached, about 30 minutes per pound. Remove from oven and let sit for 10 minutes before carving.**",5
14712,'Vini''s Pork Roast Recipe ',"roast,caraway,black pepper,salt,sage,sauce,cornstarch","Preheat oven to 325 degrees F (165 degrees C).**In a small bowl combine the caraway seeds, black pepper, salt and sage. Rub mixture all over the pork. Place pork into a shallow roasting pan and bake, uncovered until and internal temperature of 145 degrees F (63 degrees C) is reached, about 30 minutes per pound.**Remove roast from pan, set aside and cover. Pour pan drippings into a measuring cup and add enough water to equal 2 cups. Pour into a small saucepan and stir in the browning sauce and cornstarch. Cook over low heat, stirring constantly, until mixture is smooth. Raise heat and bring to a boil. Cook until thickened. Serve alongside the pork roast.**",5
14714,Kielbasa and Cabbage Recipe ,"bacon,water,white sugar,onion,garlic,red pepper,salt,caraway,cabbage,1 pound Polish kielbasa","In a large skillet, fry bacon over medium high heat until browned, turning once. Remove bacon from pan, reserving drippings, and place on paper towels.**Stir water, sugar, onions, garlic, red pepper flakes, seasoned salt, and caraway seeds into drippings. Add cabbage, and gently stir. Cover, and cook over medium heat for 10 to 15 minutes.**Add kielbasa to the pan. Cook, covered, for an additional 10 to 15 minutes.  Crumble bacon over top, and serve hot.**",4
14715,Easy Teriyaki Chops Recipe ,"soy sauce,red wine,honey,garlic,pork chop","In a shallow dish, combine the soy sauce, vinegar, honey and garlic powder. Place chops in dish, and turn to coat. Cover, and marinate for 2 to 4 hours in the refrigerator.**Preheat grill to high heat, and lightly oil grate.**Grill steaks 5 to 8 minutes per side, or to desired doneness.**",4
14717,Sausage,"potato,black pepper,cheddar,1 pound Polish kielbasa,dill,caraway,milk","Preheat oven to 375 degrees F (190 degrees C). Using two long sheets of aluminum foil on top of each other, fold one long edge together and open out to make a large sheet of foil. Line a 13x9 pan with the foil, allowing edges to hang outside pan**Arrange the sliced potatoes, overlapping slightly, in bottom of pan. Pepper to taste. Top with half of the cheese. Cut sausage in half crosswise and lengthwise and place, cut side down on top. Top with remaining cheese, the dill weed, caraway seed and milk. Seal edges of foil tightly.**Bake at 375 degrees F (190 degrees) for 1 hour.**",4
14718,Italian Country Style Ribs Recipe ,"pork rib,spaghetti,water,olive","Heat the oil in a extra-large skillet over medium-high heat. Add ribs to skillet and brown on all sides. Pour spaghetti sauce over ribs and stir in the water. Reduce heat and simmer, covered for 1 hour. Turn ribs after 1/2 hour of cooking. If the sauce gets too thick, thin it with a little more water.**",5
14719,Peachy Pork Chops Recipe ,"pork chop,pepper,vegetable oil,peach,brown sugar,ginger","Heat oil in a large skillet over medium heat. Trim all visible fat from chops and season with salt and pepper to taste. Brown chops in vegetable oil.**Combine reserved peach syrup, brown sugar and ginger. Pour over chops and bring to a boil. Add peaches and cook, uncovered for 15 to 20 minutes or until liquid is reduced to half and thick. Turn chops occasionally to insure even cooking. Serve!**",4
14720,Tasty Orange Chops Recipe ,"vinegar,soy sauce,orange juice,onion,rosemary,sage,salt,garlic,sauce,pork chop","In a mixing bowl, mix together vinegar, soy sauce, orange juice, onion, rosemary, sage, salt, garlic, and barbecue sauce. Place chops in a large resealable plastic bag. Pour in the marinade, and seal. Refrigerate for 6 to 8 hours, or overnight.**Preheat grill for high heat. Transfer marinade to a small saucepan, bring to a boil, and cook for several minutes.**Lightly oil preheated grill. Grill chops for 6 to 8 minutes, turning once, or to desired doneness. Brush cooked marinade over chops during the final minutes of cooking.**",4
14721,Slow Cooker Country,"pork,pepper,onion,bell pepper,celery,tomato sauce,brown sugar,white wine,lemon juice,worcestershire sauce","Season ribs with salt and pepper to taste. In a large skillet, over medium-high heat, brown ribs on all sides.**Place half of the onion, green pepper, and celery in the bottom of a slow cooker. Place half of the ribs on top the vegetables, then repeat layering with the remaining vegetables and ribs. In a medium bowl, stir together the tomato sauce, brown sugar, vinegar, lemon juice, and Worcestershire sauce. Pour mixture over the top of the ribs.**Cover, and cook on High for 1 hour. Reduce to Low, and cook for another 8 to 9 hours.**",4
14722,Smothered Pork Chops Recipe ,"onion,garlic,pork chop,water,flour,chicken broth,sauce","Saute onion and garlic in a non-stick skillet coated with vegetable spray until tender. Add pork chops, and brown on both sides. Add 1/2 cup of water, and bring to a boil.**Whisk together, flour, chicken broth, and browning sauce until smooth. Add to skillet, stirring well. Cover and cook over low heat 30 to 45 minutes or until tender.**",4
14723,Slow Cooker Pork Chops Recipe ,"pork chop,sauerkraut",Place the chops in the bottom the slow cooker and pour the sauerkraut over the top. Cook on low for 8 to 9 hours or on high for 4 to 5 hours.**,4
14724,Skillet Chops with Mushroom Gravy Recipe ,"bread,parmesan,pork chop,vegetable oil,mushroom,milk","Combine bread crumbs and Parmesan cheese in a large resealable plastic bag. Add chops two at a time, and shake to coat.**Heat oil in a large skillet over medium-high heat, and cook chops until brown on both sides. Remove chops from skillet, and reduce heat to medium.**Blend soup and milk in the skillet, stirring to scrape up the bits of breading left over from the chops. You can adjust the amount of milk depending on how thick you want the gravy to be (it will thin a bit during the cooking process). Bring to a gentle boil, increasing heat slightly if necessary. When soup mixture is bubbling, return chops to skillet. Cover, and reduce heat to low. Simmer for 20 minutes, or until chops are cooked through.**",4
14725,Elegant Lemon Pork Chop Bake Recipe ,"pork chop,lemon,ketchup,brown sugar,white wine","Preheat oven to 325 degrees F (165 degrees C).**In a large skillet over medium heat, brown pork chops on both sides. Remove chops and place them in a shallow baking dish.**Combine the ketchup, brown sugar, and vinegar. Pour mixture over chops, spreading to cover evenly. Cut 6 slices from the lemon, and lay one slice on top of each chop. Squeeze the juice from the remaining portion of lemon over the chops.**Cover and bake for 30 minutes at 325 degrees F (165 degrees C).  Uncover and bake for 10 minutes more.**",4
14726,Grilled Pork Tenderloin Recipe ,"pork tenderloin,garlic,salt,black pepper,sauce","Prepare grill for indirect heat.**Season meat with garlic powder, salt, and pepper.**Lightly oil grate. Place tenderloin on grate, and position drip pan under meat. Cook over indirect heat for 30 minutes.**Brush tenderloin with barbeque sauce. Continue cooking for 15 minutes, or until an instant-read thermometer inserted into the center reads 145 degrees F (63 degrees C). Allow pork to rest for 10 minutes. Slice pork, and serve with additional barbeque sauce for dipping.**",5
14729,Pork Stroganoff Recipe ,"pork chop,vegetable oil,onion,mushroom,water,mustard,salt,sour cream,parsley","Heat oil in a large skillet over medium-high heat. Cook chops until well browned on both sides. Remove chops and set aside.**Add onion and mushrooms to the skillet and cook until tender, stirring occasionally. Return chops to skillet. Add water, mustard and salt. Raise heat to high and bring to a boil. Reduce heat to low, cover and simmer for 1 hour.**Remove chops to a warm platter. Into skillet add sour cream and heat through (do not boil).  Pour sauce over pork chops. Garnish with parsley and serve.**",4
14730,Herbed Pork and Apples Recipe ,"sage,thyme,rosemary,marjoram,pepper,roast,apple,onion,brown sugar,apple juice,maple syrup","In a small bowl, combine the sage, thyme, rosemary, marjoram, salt and pepper. Rub over roast. Cover, and refrigerate roast for 6 to 8 hours, or overnight.**Preheat oven to 325 degrees F (165 degrees C).**Place roast in a shallow roasting pan, and bake in the preheated oven for 1 to 1 1/2 hours. Drain fat.**In a medium bowl, mix apples and onion with brown sugar. Spoon around roast, and continue to cook for 1 hour more, or until the internal temperature of the roast is 145 degrees F (63 degrees C). Transfer the roast, apples and onion to a serving platter, and keep warm.**To make the gravy, skim excess fat from meat juices. Pour drippings into a medium heavy skillet. Stir in apple juice and syrup. Cook and stir over medium-high heat until liquid has been reduced by half, about 1 cup. Slice the roast, and serve with gravy.**",5
14732,Apple Pork Chops Recipe ,"vegetable oil,onion,pork chop,salt,black pepper,apple,brown sugar,mustard,clove,water","Preheat oven to 375 degrees F (190 degrees C).**Heat oil in large skillet. Saute onion in oil for 1 minute, or until tender. Remove onion and set aside. Brown pork chops on both sides in oil.**Place chops in an 8x12 inch baking dish and sprinkle them with salt and pepper. Cover the chops with the apples and cooked onion.**In a small bowl, combine brown sugar, mustard, cloves and water. Pour over chops. Cover and bake in the preheated oven for 30 to 45 minutes. Enjoy!**",4
14734,Pork Chop Casserole I Recipe ,"onion,water,rice,mushroom,pepper,pork chop","Preheat oven to 350 degrees F (175 degrees C).**In a medium size bowl, mix dry onion soup mix and water until dissolved. Pour mixture into a 10x15 baking dish. Add rice and mushrooms and mix to distribute well. Salt and pepper to taste. Add pork chops in a single layer on mixture. Push pork chops down into mixture and make sure they are covered with it.**Cover baking dish tightly with aluminum foil and bake in the preheated oven for 1 hour.**",4
14736,Hot Sausage Links and Beans Casserole Recipe ,"olive,garlic,onion,oregano,parsley,salt,black pepper,olive,potato,sausage,brown sugar,bake,barbecue sauce,cheddar","Preheat oven to 350 degrees F (175 degrees C).**Heat one tablespoon olive oil in a skillet over medium heat. Add the garlic, and cook for 30 seconds. Stir in the onion, oregano, parsley, salt, and pepper. Cook for 1 minute, and remove from heat.**Spread 1 tablespoon olive oil over the bottom of an 8x8 inch glass baking dish. Layer the sliced, cooked potatoes in the dish. Top the potatoes with the onion mixture. Arrange sliced sausage over onions. In a small bowl, stir together the brown sugar, baked beans, and barbecue sauce. Pour evenly over the sausage. Top with shredded Cheddar cheese.**Bake in preheated oven for 45 minutes. Serve!**",4
14739,Breaded Pork Tenderloin Recipe ,"pork tenderloin,egg,milk,bread,garlic,oregano,pepper,vegetable oil","'Slice tenderloin into 1/4 inch rounds. Place rounds between sheets of plastic wrap and pound until thin.**Preheat oven to 325 degrees F (165 degrees C).**Beat eggs and milk together and pour into a shallow dish or bowl. Set aside. In a separate dish or bowl combine breadcrumbs with garlic salt, oregano, salt and pepper. Mix all together. In a large skillet heat oil over medium high heat. Meanwhile, dip tenderloins in egg mixture, then coat with bread crumb mixture. When oil is hot, add coated tenderloin to skillet and fry until golden brown on both sides (not cooked through)!**Place browned tenderloin in a 9x13 inch baking dish lined with aluminum foil. Fry any leftover eggs and bread crumbs together for ''breadings''. Add ''breadings'' to baking dish. Cover tightly and bake in the preheated oven for about 45 minutes or until meat has reached an internal temperature of 145 degrees F (63 degrees C).**'",4
14741,'Great Grandma''s Pork and Sauerkraut Recipe ',"vegetable oil,pork,sauerkraut,apple","Heat oil in a large skillet over medium heat. Add pork and brown. Add can of sauerkraut with liquids, then add apple. Stir until all are simmering, then lower heat and cover. Let simmer for 1 hour or until pork is cooked through and tender.**",5
14743,Cream Corn Pork Chops Recipe ,"cream,pork chop,garlic,pepper","Preheat oven to 350 degrees F (175 degrees C).**Spread corn in the bottom of a 9x13 inch baking dish, then place pork chops on top of corn. Press the chops down into the corn. Cover dish with aluminum foil and bake in the preheated oven for 1 1/2 to 2 hours, or until internal temperature of pork has reached 145 degrees F (63 degrees C).**",4
14745,Honey Glazed Ham Recipe ,"ham,clove,corn syrup,honey,butter","Preheat oven to 325 degrees F (165 degrees C).**Score ham, and stud with the whole cloves. Place ham in foil lined pan.**In the top half of a double boiler, heat the corn syrup, honey and butter. Keep glaze warm while baking ham.**Brush glaze over ham, and bake for 1 hour and 15 minutes in the preheated oven. Baste ham every 10 to 15 minutes with the honey glaze. During the last 4 to 5 minutes of baking, turn on broiler to caramelize the glaze. Remove from oven, and let sit a few minutes before serving.**",5
14746,Mushroom Pork Chops Recipe ,"pork chop,pepper,garlic,onion,mushroom,mushroom","Season pork chops with salt, pepper, and garlic salt to taste.**In a large skillet, brown the chops over medium-high heat. Add the onion and mushrooms, and saute for one minute. Pour cream of mushroom soup over chops. Cover skillet, and reduce temperature to medium-low. Simmer 20 to 30 minutes, or until chops are cooked through.**",4
14747,Hungarian Pork Chops Recipe ,"pork chop,pepper,flour,sour cream,sherry,ketchup,worcestershire sauce,paprika,bay leaf","Season pork chops with salt and pepper to taste. Dredge seasoned chops in flour. Heat oil in a large skillet and brown seasoned chops in oil (covering skillet with lid if desired). Pour off fat.**In a medium bowl combine the sour cream, sherry, ketchup, Worcestershire sauce, paprika and bay leaf. Mix together and pour mixture over chops in skillet. Cover and let simmer gently over low heat for about 1 hour, or until chops are tender and cooked through. An instant-read thermometer inserted into the center of a chop should read 145 degrees F (63 degrees C).**",4
14749,Ham and Cheese Omelet Casserole Recipe ,"egg,milk,pepper,ham,cheese","'Preheat oven to 350 degrees F (175 degrees C).**Beat eggs in a large bowl, making sure that they are mixed very well and have a ''frothy'' top. Add the milk, salt and pepper. Mix well. Stir in ham, then add cheese pieces and stir well. Pour mixture into a well greased 4 quart casserole dish and bake in the preheated oven for 50 to 60 minutes or until top is lightly browned.**'",4
14750,Green Pepper Pork Chops Recipe ,"vegetable oil,onion,pork chop,water,bell pepper,sauce,flour,pepper","In a large skillet, heat oil over medium high heat. Saute onions, then add pork chops and brown for 4 to 5 minutes on each side. Add enough water to barely cover pork chops and top with green bell peppers. Add browning sauce, cover skillet and let all simmer for about 40 minutes, turning chops at least once.**Remove pork chops from skillet to serving plate or platter. Thicken bell pepper sauce with flour and water, to taste. Season sauce with salt and pepper to taste, pour over chops and serve immediately.**",4
14751,Cola Chops Recipe ,"pork chop,cola,ketchup,brown sugar","Preheat oven to 350 degrees F (175 degrees C).**Place pork chops in a 9x13 inch baking dish. In a small bowl, mix together the cola and ketchup. Pour over chops and sprinkle with brown sugar. Bake uncovered for about 1 hour, or until pork is cooked through and internal temperature has reached 145 degrees F (63 degrees C).**",4
14753,Honey Pork Oriental Recipe ,"pork,vegetable oil,gravy,water,honey,soy sauce,red wine,ginger,garlic,carrot,onion,bell pepper","In a large skillet heat oil and brown pork cubes for about 15 minutes, stirring often.**In a medium bowl combine gravy mix, water, honey, soy sauce, vinegar, ginger and garlic salt. Mix together and add mixture to skillet, stirring together with the pork. Cover skillet and cook for about 20 minutes.**Add carrots and cook for another 10 minutes. Then add onion and green bell pepper and cook for 5 to 10 minutes longer. Stir all together and serve.**",4
